title,url,title_clean
Amp for when I get my hd555's?,https://www.head-fi.org/threads/amp-for-when-i-get-my-hd555s.676705/,amp get hds
Philips X1 vs DT 880,https://www.head-fi.org/threads/philips-x1-vs-dt-880.676966/,philips x vs dt 
DT770s (I believe) spotted on the Simpsons,https://www.head-fi.org/threads/dt770s-i-believe-spotted-on-the-simpsons.676953/,dts believe spotted simpsons
Audio Technica AD700 best settings,https://www.head-fi.org/threads/audio-technica-ad700-best-settings.676959/,audio technica ad best settings
Is it worth upgrading from a Shure SRH-840 to a Beyerdynamic DT 880 (600 Ohm)?,https://www.head-fi.org/threads/is-it-worth-upgrading-from-a-shure-srh-840-to-a-beyerdynamic-dt-880-600-ohm.675707/,worth upgrading shure srh beyerdynamic dt   ohm
SONY MDR XB700 vs Beats Pro vs Pioneer hdj 2000,https://www.head-fi.org/threads/sony-mdr-xb700-vs-beats-pro-vs-pioneer-hdj-2000.632254/,sony mdr xb vs beats pro vs pioneer hdj 
So this guy claims that the Uptown's top the M50's....,https://www.head-fi.org/threads/so-this-guy-claims-that-the-uptowns-top-the-m50s.607381/,guy claims uptowns top ms
AKG K550s Or Audio-Technica ATH-M50,https://www.head-fi.org/threads/akg-k550s-or-audio-technica-ath-m50.675885/,akg ks audiotechnica athm
HD650 headband cushion mod,https://www.head-fi.org/threads/hd650-headband-cushion-mod.676892/,hd headband cushion mod
Razer Barracuda HP-1 vs Sennheiser HD 598,https://www.head-fi.org/threads/razer-barracuda-hp-1-vs-sennheiser-hd-598.676671/,razer barracuda hp vs sennheiser hd 
Your perfect Headphone,https://www.head-fi.org/threads/your-perfect-headphone.676793/,perfect headphone
AUDIOTECHNICA ATH M50 USERS! Help needed! Looking for your wisdom.,https://www.head-fi.org/threads/audiotechnica-ath-m50-users-help-needed-looking-for-your-wisdom.676859/,audiotechnica ath m users help needed looking wisdom
Sennheiser Help!!!!,https://www.head-fi.org/threads/sennheiser-help.676855/,sennheiser help
I would like to pay someone to solder my headphone wires,https://www.head-fi.org/threads/i-would-like-to-pay-someone-to-solder-my-headphone-wires.676151/,would like pay someone solder headphone wires
Should I get Audio Technica ATH-M50 or Philips Citiscape Uptown,https://www.head-fi.org/threads/should-i-get-audio-technica-ath-m50-or-philips-citiscape-uptown.608311/,get audio technica athm philips citiscape uptown
Problem with frequencies on AKG k240 mkII,https://www.head-fi.org/threads/problem-with-frequencies-on-akg-k240-mkii.676688/,problem frequencies akg k mkii
Kenwood KH-K1000 replacement/compatible pad,https://www.head-fi.org/threads/kenwood-kh-k1000-replacement-compatible-pad.676770/,kenwood khk replacementcompatible pad
"Noob went and gone dun it again. I need some help/recommendations, not digging my new HD 598s.",https://www.head-fi.org/threads/noob-went-and-gone-dun-it-again-i-need-some-help-recommendations-not-digging-my-new-hd-598s.645383/,noob went gone dun need helprecommendations digging new hd s
"Indecision Time! Shure 1840, Grado RS1i, PS500, AKG 550",https://www.head-fi.org/threads/indecision-time-shure-1840-grado-rs1i-ps500-akg-550.615598/,indecision time shure  grado rsi ps akg 
Sennheiser Momentum vs. Shure SRH 940 vs. Shure SRH840 vs. Sennheiser HD-518 vs. Beyerdynamic Custom One Pro vs. AUDIO TECHNICA ATH PRO700 mk2 vs. Sennheiser HD 449 vs. Audio-Technica ATH-M50S vs. UE 4000 vs. UE 6000,https://www.head-fi.org/threads/sennheiser-momentum-vs-shure-srh-940-vs-shure-srh840-vs-sennheiser-hd-518-vs-beyerdynamic-custom-one-pro-vs-audio-technica-ath-pro700-mk2-vs-sennheiser-hd-449-vs-audio-technica-ath-m50s-vs-ue-4000-vs-ue-6000.654069/,sennheiser momentum vs shure srh  vs shure srh vs sennheiser hd vs beyerdynamic custom one pro vs audio technica ath pro mk vs sennheiser hd  vs audiotechnica athms vs ue  vs ue 
Headphone Magnets,https://www.head-fi.org/threads/headphone-magnets.676769/,headphone magnets
Shure srh840 VS Audio Technica ATH M50 VS Shure 750dj (vote),https://www.head-fi.org/threads/shure-srh840-vs-audio-technica-ath-m50-vs-shure-750dj-vote.676752/,shure srh vs audio technica ath m vs shure dj vote
Denon AH NC800 ( I know....  I know... ),https://www.head-fi.org/threads/denon-ah-nc800-i-know-i-know.673818/,denon ah nc know know
Ultrasone Pro 900 FAIL,https://www.head-fi.org/threads/ultrasone-pro-900-fail.658008/,ultrasone pro  fail
PS1000 Recable,https://www.head-fi.org/threads/ps1000-recable.668377/,ps recable
"Didi Somone Say ""Grado?""",https://www.head-fi.org/threads/didi-somone-say-grado.676486/,didi somone say grado
Question: Buying first set of 'quality' headphones,https://www.head-fi.org/threads/question-buying-first-set-of-quality-headphones.676586/,question buying first set quality headphones
"DT1350 , where is my bass?",https://www.head-fi.org/threads/dt1350-where-is-my-bass.646895/,dt bass
Pioneer TRE-D800 & SE-DIR800C,https://www.head-fi.org/threads/pioneer-tre-d800-se-dir800c.570339/,pioneer tred sedirc
Philips SHL5800 - Best looking budget cans?,https://www.head-fi.org/threads/philips-shl5800-best-looking-budget-cans.551065/,philips shl best looking budget cans
Beyerdynamic DT990 PRO Mod I Came Up With!!!,https://www.head-fi.org/threads/beyerdynamic-dt990-pro-mod-i-came-up-with.663323/,beyerdynamic dt pro mod came
Taking my music to the next level (Help),https://www.head-fi.org/threads/taking-my-music-to-the-next-level-help.617129/,taking music next level help
Beyer Dynamic DT 990 PRO 250 OHM MOD!!!,https://www.head-fi.org/threads/beyer-dynamic-dt-990-pro-250-ohm-mod.676581/,beyer dynamic dt  pro  ohm mod
Best open headphones for around $100?,https://www.head-fi.org/threads/best-open-headphones-for-around-100.675725/,best open headphones around 
Looking to upgrade my PRO 550's,https://www.head-fi.org/threads/looking-to-upgrade-my-pro-550s.676648/,looking upgrade pro s
Superlux HD681 EVO Isolation?,https://www.head-fi.org/threads/superlux-hd681-evo-isolation.672276/,superlux hd evo isolation
Review: REVOX RH 310 (vintage from the 70s),https://www.head-fi.org/threads/review-revox-rh-310-vintage-from-the-70s.663984/,review revox rh  vintage s
best gaming headset + soundcard for €300,https://www.head-fi.org/threads/best-gaming-headset-soundcard-for-%E2%82%AC300.676601/,best gaming headset soundcard 
Audiocheck driver match test.,https://www.head-fi.org/threads/audiocheck-driver-match-test.676252/,audiocheck driver match test
Sennheiser MOMENTUM Leather Quality Control,https://www.head-fi.org/threads/sennheiser-momentum-leather-quality-control.676562/,sennheiser momentum leather quality control
Anyone find DT990 Premium uncomfortable?,https://www.head-fi.org/threads/anyone-find-dt990-premium-uncomfortable.660215/,anyone find dt premium uncomfortable
Harman/Kardon CL or  B&W P5?,https://www.head-fi.org/threads/harman-kardon-cl-or-b-w-p5.642916/,harmankardon cl bw p
Grado rattle  'grattle' sr125i help!,https://www.head-fi.org/threads/grado-rattle-grattle-sr125i-help.662200/,grado rattle grattle sri help
Wow - K701/702 amped by Burson HA-160 fed by HRT Music Streamer II+,https://www.head-fi.org/threads/wow-k701-702-amped-by-burson-ha-160-fed-by-hrt-music-streamer-ii.676491/,wow k amped burson ha fed hrt music streamer ii
grado sr80i clipping problem?,https://www.head-fi.org/threads/grado-sr80i-clipping-problem.626906/,grado sri clipping problem
Arrival,https://www.head-fi.org/threads/arrival.676484/,arrival
Impressed by Skullcandy Lowriders (and I own some of the world's best headphones),https://www.head-fi.org/threads/impressed-by-skullcandy-lowriders-and-i-own-some-of-the-worlds-best-headphones.468664/,impressed skullcandy lowriders worlds best headphones
Getting into Head-fi!,https://www.head-fi.org/threads/getting-into-head-fi.666195/,getting headfi
Review iFrogz Ear Pollution Mogul [Not even Humorously Horrific],https://www.head-fi.org/threads/review-ifrogz-ear-pollution-mogul-not-even-humorously-horrific.676281/,review ifrogz ear pollution mogul even humorously horrific
Sennhesier HD 203: review and impressions pre burn in.,https://www.head-fi.org/threads/sennhesier-hd-203-review-and-impressions-pre-burn-in.496301/,sennhesier hd  review impressions pre burn
Sennheiser HD429 worth to buy?,https://www.head-fi.org/threads/sennheiser-hd429-worth-to-buy.598050/,sennheiser hd worth buy
Headset with XLR mic,https://www.head-fi.org/threads/headset-with-xlr-mic.676092/,headset xlr mic
Beyerdynamic Custom One Pro  vs Audio-Technica ATH-PRO700MK2 vs V-Moda LP2,https://www.head-fi.org/threads/beyerdynamic-custom-one-pro-vs-audio-technica-ath-pro700mk2-vs-v-moda-lp2.674685/,beyerdynamic custom one pro vs audiotechnica athpromk vs vmoda lp
Sennheiser 650 HD,https://www.head-fi.org/threads/sennheiser-650-hd.676152/,sennheiser  hd
Best DIY Cable for Hifiman HE-400,https://www.head-fi.org/threads/best-diy-cable-for-hifiman-he-400.676144/,best diy cable hifiman he
Do you guys consider Bang & Olufsen overpriced?,https://www.head-fi.org/threads/do-you-guys-consider-bang-olufsen-overpriced.674694/,guys consider bang olufsen overpriced
Audeze LCD2 - prototype cable by Graham Slee,https://www.head-fi.org/threads/audeze-lcd2-prototype-cable-by-graham-slee.676122/,audeze lcd prototype cable graham slee
ATH-AD2000... repair :(,https://www.head-fi.org/threads/ath-ad2000-repair.675744/,athad repair
Sennheiser 518?,https://www.head-fi.org/threads/sennheiser-518.676060/,sennheiser 
KRK 8400 - No Bass?,https://www.head-fi.org/threads/krk-8400-no-bass.676052/,krk  bass
Listening to Headphones - Am I doing it wrong?!,https://www.head-fi.org/threads/listening-to-headphones-am-i-doing-it-wrong.676032/,listening headphones wrong
Audeze LCD-2 Rev.2 Vs. Fostex TH900 Regarding Only Midrange (Disregarding Highs and Bass).,https://www.head-fi.org/threads/audeze-lcd-2-rev-2-vs-fostex-th900-regarding-only-midrange-disregarding-highs-and-bass.676012/,audeze lcd rev vs fostex th regarding midrange disregarding highs bass
Lightly Amped Open Cans!  MDR MA900 vs DT-880 Pro 250ohm  vs HD598/HD600 vs DT990 250Ohm vs ATH AD900X,https://www.head-fi.org/threads/lightly-amped-open-cans-mdr-ma900-vs-dt-880-pro-250ohm-vs-hd598-hd600-vs-dt990-250ohm-vs-ath-ad900x.652648/,lightly amped open cans mdr ma vs dt pro ohm vs hdhd vs dt ohm vs ath adx
Audio Technica ATH-50M & Koss DJ200,https://www.head-fi.org/threads/audio-technica-ath-50m-koss-dj200.676027/,audio technica athm koss dj
Question about Beyerdynamic DT 860's similarity on Golden Ear to Sennheiser HD 800,https://www.head-fi.org/threads/question-about-beyerdynamic-dt-860s-similarity-on-golden-ear-to-sennheiser-hd-800.675955/,question beyerdynamic dt s similarity golden ear sennheiser hd 
Paradox and Mad Dog Comparison,https://www.head-fi.org/threads/paradox-and-mad-dog-comparison.644634/,paradox mad dog comparison
Headphone recommendations for audiophiliac uncle?,https://www.head-fi.org/threads/headphone-recommendations-for-audiophiliac-uncle.671146/,headphone recommendations audiophiliac uncle
How is the bass of the Creative Aurvana Live! in your opinion?,https://www.head-fi.org/threads/how-is-the-bass-of-the-creative-aurvana-live-in-your-opinion.660720/,bass creative aurvana live opinion
The Official Bose Bashing Thread,https://www.head-fi.org/threads/the-official-bose-bashing-thread.222528/,official bose bashing thread
"Unused headphone cord, what are you doing with yours?",https://www.head-fi.org/threads/unused-headphone-cord-what-are-you-doing-with-yours.675681/,unused headphone cord
best earphones under 30,https://www.head-fi.org/threads/best-earphones-under-30.675934/,best earphones 
Comments on Sennheiser HD 380 Pro?,https://www.head-fi.org/threads/comments-on-sennheiser-hd-380-pro.671247/,comments sennheiser hd  pro
what (ohms) should I choose?,https://www.head-fi.org/threads/what-ohms-should-i-choose.675923/,ohms choose
Request - Information about my Grado RS-2 Pink Drivers,https://www.head-fi.org/threads/request-information-about-my-grado-rs-2-pink-drivers.673459/,request information grado rs pink drivers
Comfortable Grado Earpads?,https://www.head-fi.org/threads/comfortable-grado-earpads.194978/,comfortable grado earpads
Any good pairs of headphones under $75?,https://www.head-fi.org/threads/any-good-pairs-of-headphones-under-75.675727/,good pairs headphones 
Phillips Citiscape Downtown Review,https://www.head-fi.org/threads/phillips-citiscape-downtown-review.675902/,phillips citiscape downtown review
MDRv700 Replacement Pads Fitment ?,https://www.head-fi.org/threads/mdrv700-replacement-pads-fitment.646325/,mdrv replacement pads fitment
Ultrasone Signature DJ,https://www.head-fi.org/threads/ultrasone-signature-dj.675875/,ultrasone signature dj
Wanting to get into Vinyl for use with Headphones.,https://www.head-fi.org/threads/wanting-to-get-into-vinyl-for-use-with-headphones.645417/,wanting get vinyl use headphones
"HD 600, LD MK3 and E11",https://www.head-fi.org/threads/hd-600-ld-mk3-and-e11.675812/,hd  ld mk e
Sony MDR-1R vs Monster Inspiration,https://www.head-fi.org/threads/sony-mdr-1r-vs-monster-inspiration.675794/,sony mdrr vs monster inspiration
Why all the hate towards ath-m50s ?,https://www.head-fi.org/threads/why-all-the-hate-towards-ath-m50s.675524/,hate towards athms
Schiit Magni/Modi or ATH-AD900X,https://www.head-fi.org/threads/schiit-magni-modi-or-ath-ad900x.675777/,schiit magnimodi athadx
Looking for a new PC Gaming Headset (Need Recommendations),https://www.head-fi.org/threads/looking-for-a-new-pc-gaming-headset-need-recommendations.675640/,looking new pc gaming headset need recommendations
Sony MDR 1r vs MDR v55,https://www.head-fi.org/threads/sony-mdr-1r-vs-mdr-v55.675761/,sony mdr r vs mdr v
Grado RS1i / RS2i cushion size and pressure points,https://www.head-fi.org/threads/grado-rs1i-rs2i-cushion-size-and-pressure-points.675629/,grado rsi rsi cushion size pressure points
Looking into good quality for the first time.,https://www.head-fi.org/threads/looking-into-good-quality-for-the-first-time.675750/,looking good quality first time
Tips for Atrio M5: Comply or Shure Olive?,https://www.head-fi.org/threads/tips-for-atrio-m5-comply-or-shure-olive.313153/,tips atrio m comply shure olive
Headphones with Denon D5000 like sound,https://www.head-fi.org/threads/headphones-with-denon-d5000-like-sound.667489/,headphones denon d like sound
Audiophile Headphones.,https://www.head-fi.org/threads/audiophile-headphones.675611/,audiophile headphones
Classical Music: HD650 or HE-400?,https://www.head-fi.org/threads/classical-music-hd650-or-he-400.633603/,classical music hd he
"LCD3 , what an amazing headphone, the greatest HP to show human voice perfectly！",https://www.head-fi.org/threads/lcd3-what-an-amazing-headphone-the-greatest-hp-to-show-human-voice-perfectly%EF%BC%81.675636/,lcd amazing headphone greatest hp show human voice perfectly
Sennheiser Hd 429 or Denon Ah-d510,https://www.head-fi.org/threads/sennheiser-hd-429-or-denon-ah-d510.675554/,sennheiser hd  denon ahd
Headphone help?,https://www.head-fi.org/threads/headphone-help.674473/,headphone help
D2000 Lawton mods,https://www.head-fi.org/threads/d2000-lawton-mods.675577/,d lawton mods
Fake Beats,https://www.head-fi.org/threads/fake-beats.675466/,fake beats
Recommendations for neutral 100-300$ closed or IEMs?,https://www.head-fi.org/threads/recommendations-for-neutral-100-300-closed-or-iems.675509/,recommendations neutral  closed iems
How to clean the DT770 Manufaktur? And headache problems,https://www.head-fi.org/threads/how-to-clean-the-dt770-manufaktur-and-headache-problems.657548/,clean dt manufaktur headache problems
Diffrence between the ath m50 and the ath m50S ? coiled vs straight ?,https://www.head-fi.org/threads/diffrence-between-the-ath-m50-and-the-ath-m50s-coiled-vs-straight.675552/,diffrence ath m ath ms coiled vs straight
Ultimate closed headphone?,https://www.head-fi.org/threads/ultimate-closed-headphone.627119/,ultimate closed headphone
Upgrade from the famed Monoprice 8330,https://www.head-fi.org/threads/upgrade-from-the-famed-monoprice-8330.675527/,upgrade famed monoprice 
"Five headphones compared (KNS-8400, DJ100, HD-598, Sextett and MDR-7506)",https://www.head-fi.org/threads/five-headphones-compared-kns-8400-dj100-hd-598-sextett-and-mdr-7506.540079/,five headphones compared kns dj hd sextett mdr
Best looking headphones?,https://www.head-fi.org/threads/best-looking-headphones.672507/,best looking headphones
Is this Audio-Technica ATH-M30 fake?,https://www.head-fi.org/threads/is-this-audio-technica-ath-m30-fake.675501/,audiotechnica athm fake
SHURE SRH440 or SHURE SRH550DJ (I'm a total noob),https://www.head-fi.org/threads/shure-srh440-or-shure-srh550dj-im-a-total-noob.620431/,shure srh shure srhdj im total noob
Alternative upgrade from DT 770 PRO 80,https://www.head-fi.org/threads/alternative-upgrade-from-dt-770-pro-80.673402/,alternative upgrade dt  pro 
Behind the Ear Hearing Aids,https://www.head-fi.org/threads/behind-the-ear-hearing-aids.675454/,behind ear hearing aids
"Look, a celebrity wearing Grados in public",https://www.head-fi.org/threads/look-a-celebrity-wearing-grados-in-public.353693/,look celebrity wearing grados public
Why do headphones have different sound signatures?,https://www.head-fi.org/threads/why-do-headphones-have-different-sound-signatures.667227/,headphones different sound signatures
Pictorial Review: Bose On-Ear,https://www.head-fi.org/threads/pictorial-review-bose-on-ear.394327/,pictorial review bose onear
tiny mod for cheaper phones,https://www.head-fi.org/threads/tiny-mod-for-cheaper-phones.674987/,tiny mod cheaper phones
Grado SR-60i plug exposed,https://www.head-fi.org/threads/grado-sr-60i-plug-exposed.675256/,grado sri plug exposed
Sennheiser HD4x8 Modification for newbies,https://www.head-fi.org/threads/sennheiser-hd4x8-modification-for-newbies.566674/,sennheiser hdx modification newbies
Beyerdynamic DT 770 Pro 250Ohms vs AKG K550,https://www.head-fi.org/threads/beyerdynamic-dt-770-pro-250ohms-vs-akg-k550.651404/,beyerdynamic dt  pro ohms vs akg k
Sheepskin vs Lampskin earpads,https://www.head-fi.org/threads/sheepskin-vs-lampskin-earpads.675164/,sheepskin vs lampskin earpads
"AKG K 702, sennheiser HD 600, Beyerdynamic DT 880 [Review]",https://www.head-fi.org/threads/akg-k-702-sennheiser-hd-600-beyerdynamic-dt-880-review.666061/,akg k  sennheiser hd  beyerdynamic dt  review
Koss KSC55's - a short review,https://www.head-fi.org/threads/koss-ksc55s-a-short-review.56056/,koss kscs short review
Sennheiser Momentum On-Ear headphones unveiled,https://www.head-fi.org/threads/sennheiser-momentum-on-ear-headphones-unveiled.671674/,sennheiser momentum onear headphones unveiled
SHOWDOWN:  Sony MDR-1R & AKG k550,https://www.head-fi.org/threads/showdown-sony-mdr-1r-akg-k550.675072/,showdown sony mdrr akg k
Sennheiser Momentum On-Ears Announced!,https://www.head-fi.org/threads/sennheiser-momentum-on-ears-announced.671863/,sennheiser momentum onears announced
DETAILED Instructions for Soundstage Mod HD555 Headphones,https://www.head-fi.org/threads/detailed-instructions-for-soundstage-mod-hd555-headphones.476814/,detailed instructions soundstage mod hd headphones
Akai ASE-40 Isodynamic headphone topic,https://www.head-fi.org/threads/akai-ase-40-isodynamic-headphone-topic.674959/,akai ase isodynamic headphone topic
Audio-Technica ATH-M30 VS Monoprice 8323?,https://www.head-fi.org/threads/audio-technica-ath-m30-vs-monoprice-8323.657571/,audiotechnica athm vs monoprice 
Help ID a headphone,https://www.head-fi.org/threads/help-id-a-headphone.674933/,help id headphone
He500 microphonics,https://www.head-fi.org/threads/he500-microphonics.666696/,he microphonics
Sennheiser 558 or ath-m50?,https://www.head-fi.org/threads/sennheiser-558-or-ath-m50.674775/,sennheiser  athm
Beyerdynamic custom one pro or ath-m50?,https://www.head-fi.org/threads/beyerdynamic-custom-one-pro-or-ath-m50.674912/,beyerdynamic custom one pro athm
Question?,https://www.head-fi.org/threads/question.674908/,question
Sennheiser HD515 vs HD 518,https://www.head-fi.org/threads/sennheiser-hd515-vs-hd-518.655597/,sennheiser hd vs hd 
Using an old Yamaha RX-E100 as a receiver for headphones.,https://www.head-fi.org/threads/using-an-old-yamaha-rx-e100-as-a-receiver-for-headphones.674836/,using old yamaha rxe receiver headphones
DT990 Pro 250ohm vs Q701 as part of PC/Console gaming setup - Noob needs some guidance!,https://www.head-fi.org/threads/dt990-pro-250ohm-vs-q701-as-part-of-pc-console-gaming-setup-noob-needs-some-guidance.620265/,dt pro ohm vs q part pcconsole gaming setup noob needs guidance
What should I try and pay for Audio-Technica PRO700 mk2's?,https://www.head-fi.org/threads/what-should-i-try-and-pay-for-audio-technica-pro700-mk2s.674758/,try pay audiotechnica pro mks
"Stax SR-507 - Sept. 1, 2010 , Stax SR-207 - Oct. 1, 2010 What!!",https://www.head-fi.org/threads/stax-sr-507-sept-1-2010-stax-sr-207-oct-1-2010-what.506765/,stax sr sept   stax sr oct  
New Skullcandy Crushers.,https://www.head-fi.org/threads/new-skullcandy-crushers.674621/,new skullcandy crushers
Sony MDR-XB1000 is NO LONGER AVAILABLE.    WHAT????,https://www.head-fi.org/threads/sony-mdr-xb1000-is-no-longer-available-what.602279/,sony mdrxb longer available
Upgrade from m50,https://www.head-fi.org/threads/upgrade-from-m50.642805/,upgrade m
Good pair of headphones for USD $50-$100 range?,https://www.head-fi.org/threads/good-pair-of-headphones-for-usd-50-100-range.674676/,good pair headphones usd  range
"Aviator, MDR V6, or M50",https://www.head-fi.org/threads/aviator-mdr-v6-or-m50.635426/,aviator mdr v m
LCD-2 with PanAm: Do People Use the PanAm's Built-In DAC or Purchase a Separate DAC?,https://www.head-fi.org/threads/lcd-2-with-panam-do-people-use-the-panams-built-in-dac-or-purchase-a-separate-dac.673833/,lcd panam people use panams builtin dac purchase separate dac
Full size equivalent of RE400?,https://www.head-fi.org/threads/full-size-equivalent-of-re400.674637/,full size equivalent re
Headphones for $60 Help,https://www.head-fi.org/threads/headphones-for-60-help.640488/,headphones  help
"Time to upgrade, and I'm clueless!",https://www.head-fi.org/threads/time-to-upgrade-and-im-clueless.674415/,time upgrade im clueless
Denon AH-D2000 or AKG K701,https://www.head-fi.org/threads/denon-ah-d2000-or-akg-k701.674657/,denon ahd akg k
HD598: Your favorite Amp/DAC and Why,https://www.head-fi.org/threads/hd598-your-favorite-amp-dac-and-why.650608/,hd favorite ampdac
Dac/Amp for HD598,https://www.head-fi.org/threads/dac-amp-for-hd598.604657/,dacamp hd
£50 Headphones for single player gaming,https://www.head-fi.org/threads/%C2%A350-headphones-for-single-player-gaming.674696/, headphones single player gaming
Audio technica pro 700 mk 2,https://www.head-fi.org/threads/audio-technica-pro-700-mk-2.674707/,audio technica pro  mk 
What headphones are better then Sony MDR-V6 ?,https://www.head-fi.org/threads/what-headphones-are-better-then-sony-mdr-v6.674702/,headphones better sony mdrv
Audio technica pro 500 mk2 vs pro 700 mk 2?,https://www.head-fi.org/threads/audio-technica-pro-500-mk2-vs-pro-700-mk-2.674698/,audio technica pro  mk vs pro  mk 
HD600 for...Beyer T70p??,https://www.head-fi.org/threads/hd600-for-beyer-t70p.674555/,hd forbeyer tp
Problem with Soul SL300,https://www.head-fi.org/threads/problem-with-soul-sl300.674611/,problem soul sl
What got you into Headphones?,https://www.head-fi.org/threads/what-got-you-into-headphones.671178/,got headphones
ATH M50 vs Sennheiser HD380 Pro Impressions,https://www.head-fi.org/threads/ath-m50-vs-sennheiser-hd380-pro-impressions.603213/,ath m vs sennheiser hd pro impressions
ATH ws99 vs v moda m100,https://www.head-fi.org/threads/ath-ws99-vs-v-moda-m100.674650/,ath ws vs v moda m
Help with headphones?,https://www.head-fi.org/threads/help-with-headphones.674647/,help headphones
Recommendation on which headphones to get,https://www.head-fi.org/threads/recommendation-on-which-headphones-to-get.674644/,recommendation headphones get
Is it true that a portable amp can boost the bass on a pair of headphones?,https://www.head-fi.org/threads/is-it-true-that-a-portable-amp-can-boost-the-bass-on-a-pair-of-headphones.667306/,true portable amp boost bass pair headphones
What headphones have the deepest bass?,https://www.head-fi.org/threads/what-headphones-have-the-deepest-bass.674635/,headphones deepest bass
Audio Technica AD-1000x vs AKG K702,https://www.head-fi.org/threads/audio-technica-ad-1000x-vs-akg-k702.673582/,audio technica adx vs akg k
Looking to upgrade,https://www.head-fi.org/threads/looking-to-upgrade.674608/,looking upgrade
Observations and questions Ultrasone Pro 750 and Beyer DT880 pro,https://www.head-fi.org/threads/observations-and-questions-ultrasone-pro-750-and-beyer-dt880-pro.674596/,observations questions ultrasone pro  beyer dt pro
.,https://www.head-fi.org/threads/674594/,
please take what little advice or XB700 sony xb800?,https://www.head-fi.org/threads/please-take-what-little-advice-or-xb700-sony-xb800.652795/,please take little advice xb sony xb
How well would HD 600s run when being powered by a motherboard?,https://www.head-fi.org/threads/how-well-would-hd-600s-run-when-being-powered-by-a-motherboard.670753/,well would hd s run powered motherboard
Sennheiser HD580,https://www.head-fi.org/threads/sennheiser-hd580.674565/,sennheiser hd
Anyone listen to open headphones in public?,https://www.head-fi.org/threads/anyone-listen-to-open-headphones-in-public.597850/,anyone listen open headphones public
Audio-Technica ATH-M50 vs V-MODA Crossfade LP (Please Help),https://www.head-fi.org/threads/audio-technica-ath-m50-vs-v-moda-crossfade-lp-please-help.674487/,audiotechnica athm vs vmoda crossfade lp please help
Headphone upgrade from AKG 240 studio,https://www.head-fi.org/threads/headphone-upgrade-from-akg-240-studio.674303/,headphone upgrade akg  studio
Audio Technica ATH-M50 Limited Edition vs. standard M50 Video and my impressions on the M50.,https://www.head-fi.org/threads/audio-technica-ath-m50-limited-edition-vs-standard-m50-video-and-my-impressions-on-the-m50.598997/,audio technica athm limited edition vs standard m video impressions m
[Review] German-Maestro GMP400 - The Maestro of Classical,https://www.head-fi.org/threads/review-german-maestro-gmp400-the-maestro-of-classical.663582/,review germanmaestro gmp maestro classical
LCD 2 cables,https://www.head-fi.org/threads/lcd-2-cables.674506/,lcd  cables
Headphone recommendation please.,https://www.head-fi.org/threads/headphone-recommendation-please.674484/,headphone recommendation please
Audio Technica AD-1000X Vs Sennheiser HD 600,https://www.head-fi.org/threads/audio-technica-ad-1000x-vs-sennheiser-hd-600.673581/,audio technica adx vs sennheiser hd 
Headphones under $100,https://www.head-fi.org/threads/headphones-under-100.674313/,headphones 
Got finally them! Sennheiser HD 650 and the FIIO E17 amp/DAC!!!,https://www.head-fi.org/threads/got-finally-them-sennheiser-hd-650-and-the-fiio-e17-amp-dac.609443/,got finally sennheiser hd  fiio e ampdac
AKGs with good soundstage?,https://www.head-fi.org/threads/akgs-with-good-soundstage.674436/,akgs good soundstage
"Are my ears broken or are my he500s broken, or is nothing broken?",https://www.head-fi.org/threads/are-my-ears-broken-or-are-my-he500s-broken-or-is-nothing-broken.674385/,ears broken hes broken nothing broken
Hifiman he500 1 side stoped working,https://www.head-fi.org/threads/hifiman-he500-1-side-stoped-working.674366/,hifiman he  side stoped working
Tractor Guy Question - not loud/clear enough [help!],https://www.head-fi.org/threads/tractor-guy-question-not-loud-clear-enough-help.673804/,tractor guy question loudclear enough help
Best over-ear headphones for $100 or less? Heres what Im looking for.,https://www.head-fi.org/threads/best-over-ear-headphones-for-100-or-less-heres-what-im-looking-for.625894/,best overear headphones  less heres im looking
Comparing file all formats,https://www.head-fi.org/threads/comparing-file-all-formats.674343/,comparing file formats
No bass in right speaker of my Grado SR-60,https://www.head-fi.org/threads/no-bass-in-right-speaker-of-my-grado-sr-60.674425/,bass right speaker grado sr
[COMPARISON REVIEW] Best Sub $100 USED Headphones !,https://www.head-fi.org/threads/comparison-review-best-sub-100-used-headphones.674417/,comparison review best sub  used headphones
.,https://www.head-fi.org/threads/673738/,
Best Open Over-Ear Headphones Under $300?,https://www.head-fi.org/threads/best-open-over-ear-headphones-under-300.674317/,best open overear headphones 
Review of the Sennheiser HD205 (with comparisons),https://www.head-fi.org/threads/review-of-the-sennheiser-hd205-with-comparisons.190389/,review sennheiser hd comparisons
beyerdynamic 990 dt 250 OHM Vs V-moda M-100s,https://www.head-fi.org/threads/beyerdynamic-990-dt-250-ohm-vs-v-moda-m-100s.646946/,beyerdynamic  dt  ohm vs vmoda ms
I'm itching for Sony MDR V6 and 7506... is it worth trading my Ultimate Ears Triple fi 10 (IEM) for 2 headphones?,https://www.head-fi.org/threads/im-itching-for-sony-mdr-v6-and-7506-is-it-worth-trading-my-ultimate-ears-triple-fi-10-iem-for-2-headphones.674073/,im itching sony mdr v  worth trading ultimate ears triple fi  iem  headphones
Sony DR-45 Headphones,https://www.head-fi.org/threads/sony-dr-45-headphones.237426/,sony dr headphones
